!MiriamID::urn:miriam:kegg.reaction,!dG0_prime (kJ/mol),!sigma[dG0] (kJ/mol),!pH,!I (mM),!T (Kelvin),!Note
R00155,-32.3,6.3,9.0,0.1,298.15,
R00156,-2.7,2.5,9.0,0.1,298.15,
R00157,1.5,2.5,9.0,0.1,298.15,
R00158,-4.5,6.3,9.0,0.1,298.15,
R00159,-34.0,2.5,9.0,0.1,298.15,
R00160,-34.3,9.4,9.0,0.1,298.15,
R00161,-21.4,9.4,9.0,0.1,298.15,
R00162,,,9.0,0.1,298.15,uncertainty is too high
R00164,,,9.0,0.1,298.15,uncertainty is too high
R00165,,,9.0,0.1,298.15,uncertainty is too high
R00166,,,9.0,0.1,298.15,uncertainty is too high
R00167,,,9.0,0.1,298.15,uncertainty is too high
R00168,,,9.0,0.1,298.15,uncertainty is too high
R00169,,,9.0,0.1,298.15,uncertainty is too high
R00170,,,9.0,0.1,298.15,uncertainty is too high
R00172,,,9.0,0.1,298.15,uncertainty is too high
R00173,-10.2,14.6,9.0,0.1,298.15,
R00174,-26.5,3.9,9.0,0.1,298.15,
R00175,,,9.0,0.1,298.15,uncertainty is too high
R00177,,,9.0,0.1,298.15,uncertainty is too high
R00178,,,9.0,0.1,298.15,uncertainty is too high
R00179,,,9.0,0.1,298.15,uncertainty is too high
R00180,,,9.0,0.1,298.15,uncertainty is too high
R00181,-22.3,3.8,9.0,0.1,298.15,
R00182,-17.6,3.0,9.0,0.1,298.15,
R00183,-13.6,2.8,9.0,0.1,298.15,
R00184,-55.5,18.3,9.0,0.1,298.15,
R00185,-23.1,2.8,9.0,0.1,298.15,
R00187,,,9.0,0.1,298.15,uncertainty is too high
R00188,-10.3,6.1,9.0,0.1,298.15,
R00189,-35.5,25.3,9.0,0.1,298.15,
R00190,26.8,2.6,9.0,0.1,298.15,
R00191,-52.8,2.2,9.0,0.1,298.15,
R00192,34.4,5.8,9.0,0.1,298.15,
R00193,-14.5,5.6,9.0,0.1,298.15,
R00194,-15.1,5.4,9.0,0.1,298.15,
R00195,2.5,7.3,9.0,0.1,298.15,
R00196,,,9.0,0.1,298.15,uncertainty is too high
R00197,,,9.0,0.1,298.15,uncertainty is too high
R00198,,,9.0,0.1,298.15,uncertainty is too high
R00199,-18.8,1.0,9.0,0.1,298.15,
R00200,16.7,0.8,9.0,0.1,298.15,
R00203,-51.8,4.1,9.0,0.1,298.15,
R00205,-50.8,4.1,9.0,0.1,298.15,
R00206,-2.2,1.0,9.0,0.1,298.15,
R00207,-148.1,10.4,9.0,0.1,298.15,
R00208,-53.4,1.1,9.0,0.1,298.15,
R00209,-33.7,6.4,9.0,0.1,298.15,
R00210,-32.8,6.4,9.0,0.1,298.15,
R00211,-155.8,10.3,9.0,0.1,298.15,
R00212,19.6,3.0,9.0,0.1,298.15,
R00213,,,9.0,0.1,298.15,uncertainty is too high
R00214,13.0,6.2,9.0,0.1,298.15,
R00215,22.3,10.3,9.0,0.1,298.15,
R00216,14.0,6.2,9.0,0.1,298.15,
R00217,-5.9,6.2,9.0,0.1,298.15,
R00218,,,9.0,0.1,298.15,uncertainty is too high
R00219,11.6,8.5,9.0,0.1,298.15,
R00220,-28.2,1.8,9.0,0.1,298.15,
R00221,-27.2,5.8,9.0,0.1,298.15,
R00223,-28.4,3.5,9.0,0.1,298.15,
R00224,-6.9,6.5,9.0,0.1,298.15,
R00226,20.8,7.4,9.0,0.1,298.15,
R00227,-43.0,1.0,9.0,0.1,298.15,
R00228,-26.8,2.4,9.0,0.1,298.15,
R00229,6.2,0.8,9.0,0.1,298.15,
R00230,7.7,1.2,9.0,0.1,298.15,
R00233,-6.4,6.3,9.0,0.1,298.15,
R00234,,,9.0,0.1,298.15,uncertainty is too high
R00235,-12.7,0.8,9.0,0.1,298.15,
R00236,,,9.0,0.1,298.15,uncertainty is too high
R00237,9.2,30.2,9.0,0.1,298.15,
R00238,24.6,1.7,9.0,0.1,298.15,
R00239,26.3,4.5,9.0,0.1,298.15,
R00241,15.9,4.5,9.0,0.1,298.15,
R00243,25.8,0.6,9.0,0.1,298.15,
R00245,-65.8,4.0,9.0,0.1,298.15,
R00248,26.8,0.7,9.0,0.1,298.15,
R00250,-96.2,8.3,9.0,0.1,298.15,
R00251,-18.7,6.2,9.0,0.1,298.15,
R00253,-22.8,1.6,9.0,0.1,298.15,
R00254,35.6,9.5,9.0,0.1,298.15,
R00256,-14.0,1.7,9.0,0.1,298.15,
R00257,-49.4,25.3,9.0,0.1,298.15,
R00258,-0.6,1.1,9.0,0.1,298.15,
R00259,-38.9,6.5,9.0,0.1,298.15,
R00260,0.6,4.3,9.0,0.1,298.15,
R00261,-12.4,6.9,9.0,0.1,298.15,
R00262,-7.7,4.7,9.0,0.1,298.15,
R00263,,,9.0,0.1,298.15,uncertainty is too high
R00264,-58.0,4.0,9.0,0.1,298.15,
R00265,-24.7,7.7,9.0,0.1,298.15,
R00267,6.4,6.3,9.0,0.1,298.15,
R00268,-4.1,7.8,9.0,0.1,298.15,
R00269,-1.8,4.7,9.0,0.1,298.15,
R00270,43.4,6.4,9.0,0.1,298.15,
R00271,-41.4,5.4,9.0,0.1,298.15,
R00272,-7.5,6.7,9.0,0.1,298.15,
R00273,-142.2,15.4,9.0,0.1,298.15,
R00274,-306.1,6.6,9.0,0.1,298.15,
R00275,,,9.0,0.1,298.15,uncertainty is too high
R00276,177.8,11.7,9.0,0.1,298.15,
R00277,-98.6,17.0,9.0,0.1,298.15,
R00278,-117.3,16.8,9.0,0.1,298.15,
R00279,-96.8,9.3,9.0,0.1,298.15,
R00280,,,9.0,0.1,298.15,uncertainty is too high
R00281,,,9.0,0.1,298.15,uncertainty is too high
R00282,,,9.0,0.1,298.15,uncertainty is too high
R00283,,,9.0,0.1,298.15,uncertainty is too high
R00284,,,9.0,0.1,298.15,uncertainty is too high
R00286,-47.5,4.3,9.0,0.1,298.15,
R00287,-52.1,7.5,9.0,0.1,298.15,
R00289,2.4,1.1,9.0,0.1,298.15,
R00291,2.9,1.6,9.0,0.1,298.15,
R00292,122.2,3.0,9.0,0.1,298.15,
R00293,-56.4,4.9,9.0,0.1,298.15,
R00294,,,9.0,0.1,298.15,uncertainty is too high
R00295,,,9.0,0.1,298.15,uncertainty is too high
R00296,,,9.0,0.1,298.15,uncertainty is too high
R00297,,,9.0,0.1,298.15,uncertainty is too high
R00298,,,9.0,0.1,298.15,uncertainty is too high
R00299,-28.2,0.9,9.0,0.1,298.15,
R00300,-14.8,2.2,9.0,0.1,298.15,
R00301,-16.0,4.1,9.0,0.1,298.15,
R00302,-128.9,8.9,9.0,0.1,298.15,
R00303,-8.6,0.9,9.0,0.1,298.15,
R00304,-16.0,1.6,9.0,0.1,298.15,
R00305,,,9.0,0.1,298.15,uncertainty is too high
R00306,-12.9,3.7,9.0,0.1,298.15,
R00307,-0.3,0.6,9.0,0.1,298.15,
R00308,-158.0,1.6,9.0,0.1,298.15,
R00310,,,9.0,0.1,298.15,uncertainty is too high
R00311,,,9.0,0.1,298.15,uncertainty is too high
R00312,,,9.0,0.1,298.15,uncertainty is too high
R00313,,,9.0,0.1,298.15,uncertainty is too high
R00314,,,9.0,0.1,298.15,uncertainty is too high
R00315,13.9,1.1,9.0,0.1,298.15,
R00316,,,9.0,0.1,298.15,uncertainty is too high
R00317,-50.7,1.3,9.0,0.1,298.15,
R00318,-86.4,13.8,9.0,0.1,298.15,
R00319,-497.7,8.8,9.0,0.1,298.15,
R00320,34.0,1.3,9.0,0.1,298.15,
R00321,-24.9,4.7,9.0,0.1,298.15,
R00322,,,9.0,0.1,298.15,uncertainty is too high
R00324,-64.7,4.2,9.0,0.1,298.15,
R00325,2.2,2.3,9.0,0.1,298.15,
R00326,,,9.0,0.1,298.15,uncertainty is too high
R00327,-39.8,4.6,9.0,0.1,298.15,
R00328,-34.6,2.4,9.0,0.1,298.15,
R00329,,,9.0,0.1,298.15,uncertainty is too high
R00330,-2.5,2.6,9.0,0.1,298.15,
R00331,,,9.0,0.1,298.15,uncertainty is too high
R00332,-2.1,2.4,9.0,0.1,298.15,
R00333,,,9.0,0.1,298.15,uncertainty is too high
R00334,,,9.0,0.1,298.15,uncertainty is too high
R00335,-34.2,2.7,9.0,0.1,298.15,
R00336,,,9.0,0.1,298.15,uncertainty is too high
R00337,-37.2,6.6,9.0,0.1,298.15,
R00338,-62.5,6.7,9.0,0.1,298.15,
R00339,-35.3,3.9,9.0,0.1,298.15,
R00340,-35.3,3.9,9.0,0.1,298.15,
R00341,10.8,6.2,9.0,0.1,298.15,
R00342,18.9,0.6,9.0,0.1,298.15,
R00343,19.9,0.9,9.0,0.1,298.15,
R00344,-14.5,1.4,9.0,0.1,298.15,
R00345,47.5,6.2,9.0,0.1,298.15,
R00346,30.9,6.2,9.0,0.1,298.15,
R00347,-25.9,4.3,9.0,0.1,298.15,
R00348,-9.0,5.0,9.0,0.1,298.15,
R00350,18.8,5.4,9.0,0.1,298.15,
R00351,47.6,0.9,9.0,0.1,298.15,
R00352,10.9,0.9,9.0,0.1,298.15,
R00353,-0.5,2.9,9.0,0.1,298.15,
R00354,15.4,29.9,9.0,0.1,298.15,
R00355,2.7,1.1,9.0,0.1,298.15,
R00357,-93.5,8.3,9.0,0.1,298.15,
R00359,-98.4,9.1,9.0,0.1,298.15,
R00360,-103.1,8.3,9.0,0.1,298.15,
R00361,,,9.0,0.1,298.15,uncertainty is too high
R00362,4.6,0.9,9.0,0.1,298.15,
R00363,5.7,5.8,9.0,0.1,298.15,
R00364,,,9.0,0.1,298.15,uncertainty is too high
R00365,34.1,3.2,9.0,0.1,298.15,
R00366,-87.9,8.8,9.0,0.1,298.15,
R00367,,,9.0,0.1,298.15,uncertainty is too high
R00368,23.0,7.8,9.0,0.1,298.15,
R00369,-8.8,3.3,9.0,0.1,298.15,
R00371,28.9,4.1,9.0,0.1,298.15,
R00372,8.3,3.2,9.0,0.1,298.15,
R00373,5.6,3.2,9.0,0.1,298.15,
R00374,,,9.0,0.1,298.15,uncertainty is too high
R00375,51.7,7.3,9.0,0.1,298.15,
R00376,,,9.0,0.1,298.15,uncertainty is too high
R00377,375.7,9.9,9.0,0.1,298.15,
R00378,555.0,10.3,9.0,0.1,298.15,
R00380,,,9.0,0.1,298.15,uncertainty is too high
R00383,,,9.0,0.1,298.15,uncertainty is too high
R00384,,,9.0,0.1,298.15,uncertainty is too high
R00385,,,9.0,0.1,298.15,uncertainty is too high
R00387,,,9.0,0.1,298.15,uncertainty is too high
R00388,,,9.0,0.1,298.15,uncertainty is too high
R00389,,,9.0,0.1,298.15,uncertainty is too high
R00390,,,9.0,0.1,298.15,uncertainty is too high
R00391,,,9.0,0.1,298.15,uncertainty is too high
R00392,,,9.0,0.1,298.15,uncertainty is too high
R00393,,,9.0,0.1,298.15,uncertainty is too high
R00394,,,9.0,0.1,298.15,uncertainty is too high
R00395,,,9.0,0.1,298.15,uncertainty is too high
R00396,25.3,1.1,9.0,0.1,298.15,
R00397,-2.7,6.3,9.0,0.1,298.15,
R00398,26.6,5.8,9.0,0.1,298.15,
R00399,31.8,7.2,9.0,0.1,298.15,
R00400,-3.3,1.4,9.0,0.1,298.15,
R00401,-0.0,2.0,9.0,0.1,298.15,
R00402,51.7,4.1,9.0,0.1,298.15,
R00405,0.7,2.6,9.0,0.1,298.15,
R00406,-4.8,7.4,9.0,0.1,298.15,
R00407,-37.5,2.7,9.0,0.1,298.15,
R00408,57.6,7.1,9.0,0.1,298.15,
R00409,9.3,5.9,9.0,0.1,298.15,
R00410,11.2,1.3,9.0,0.1,298.15,
R00411,-3.7,7.0,9.0,0.1,298.15,
R00412,,,9.0,0.1,298.15,uncertainty is too high
R00414,-34.1,6.6,9.0,0.1,298.15,
R00416,-1.2,10.6,9.0,0.1,298.15,
R00417,,,9.0,0.1,298.15,uncertainty is too high
R00418,0.0,5.3,9.0,0.1,298.15,
R00420,0.0,5.3,9.0,0.1,298.15,
R00421,-51.7,5.9,9.0,0.1,298.15,
R00422,,,9.0,0.1,298.15,uncertainty is too high
R00423,,,9.0,0.1,298.15,uncertainty is too high
R00424,-100.7,14.3,9.0,0.1,298.15,
R00425,-97.4,11.2,9.0,0.1,298.15,
R00426,-52.2,3.7,9.0,0.1,298.15,
R00428,-9.7,5.8,9.0,0.1,298.15,
R00429,-29.4,15.9,9.0,0.1,298.15,
R00430,19.2,2.8,9.0,0.1,298.15,
R00431,13.3,6.7,9.0,0.1,298.15,
R00432,3.3,0.9,9.0,0.1,298.15,
R00434,-2.9,5.9,9.0,0.1,298.15,
R00435,221.3,2.8,9.0,0.1,298.15,
R00436,,,9.0,0.1,298.15,uncertainty is too high
R00437,-241.5,2.7,9.0,0.1,298.15,
R00438,-852.1,9.1,9.0,0.1,298.15,
R00439,,,9.0,0.1,298.15,uncertainty is too high
R00440,-570.4,8.6,9.0,0.1,298.15,
R00441,,,9.0,0.1,298.15,uncertainty is too high
R00442,550.9,9.3,9.0,0.1,298.15,
R00443,834.7,9.1,9.0,0.1,298.15,
R00444,,,9.0,0.1,298.15,uncertainty is too high
R00445,6.3,18.6,9.0,0.1,298.15,
R00446,22.0,4.4,9.0,0.1,298.15,
R00447,-106.3,9.2,9.0,0.1,298.15,
R00448,,,9.0,0.1,298.15,uncertainty is too high
R00449,-469.0,9.6,9.0,0.1,298.15,
R00451,-4.6,7.3,9.0,0.1,298.15,
R00452,31.0,12.8,9.0,0.1,298.15,
R00453,-3.3,4.4,9.0,0.1,298.15,
R00454,-36.5,4.2,9.0,0.1,298.15,
R00457,-3.9,4.4,9.0,0.1,298.15,
R00458,-6.4,10.3,9.0,0.1,298.15,
R00459,-127.3,18.5,9.0,0.1,298.15,
R00460,0.0,5.8,9.0,0.1,298.15,
R00461,-4.0,4.1,9.0,0.1,298.15,
R00462,-13.3,6.9,9.0,0.1,298.15,
R00463,17.2,12.1,9.0,0.1,298.15,
R00465,34.2,1.8,9.0,0.1,298.15,
R00466,-168.3,10.6,9.0,0.1,298.15,
R00468,-17.3,2.6,9.0,0.1,298.15,
R00469,-6.4,9.6,9.0,0.1,298.15,
R00470,17.8,3.0,9.0,0.1,298.15,
R00471,15.4,4.4,9.0,0.1,298.15,
R00472,45.7,4.1,9.0,0.1,298.15,
R00473,13.0,5.8,9.0,0.1,298.15,
R00474,16.6,7.7,9.0,0.1,298.15,
R00475,-88.8,8.4,9.0,0.1,298.15,
R00476,,,9.0,0.1,298.15,uncertainty is too high
R00477,21.3,10.3,9.0,0.1,298.15,
R00478,2.7,5.4,9.0,0.1,298.15,
R00479,8.7,2.7,9.0,0.1,298.15,
R00480,14.3,5.8,9.0,0.1,298.15,
R00481,-68.0,9.4,9.0,0.1,298.15,
R00482,-18.0,7.0,9.0,0.1,298.15,
R00483,-37.0,7.1,9.0,0.1,298.15,
R00484,-12.0,9.8,9.0,0.1,298.15,
R00485,-18.7,7.0,9.0,0.1,298.15,
R00486,,,9.0,0.1,298.15,uncertainty is too high
R00487,-29.7,4.7,9.0,0.1,298.15,
R00488,-13.3,4.8,9.0,0.1,298.15,
R00489,-8.5,11.8,9.0,0.1,298.15,
R00490,13.0,0.9,9.0,0.1,298.15,
R00491,4.9,3.9,9.0,0.1,298.15,
R00493,,,9.0,0.1,298.15,uncertainty is too high
R00494,-4.8,5.2,9.0,0.1,298.15,
R00497,-33.9,15.8,9.0,0.1,298.15,
R00499,-40.4,18.9,9.0,0.1,298.15,
R00501,-51.6,5.0,9.0,0.1,298.15,
R00502,-0.5,3.6,9.0,0.1,298.15,
R00503,-20.9,4.4,9.0,0.1,298.15,
R00504,,,9.0,0.1,298.15,uncertainty is too high
R00505,4.6,3.6,9.0,0.1,298.15,
R00506,119.2,3.4,9.0,0.1,298.15,
R00507,-106.4,14.1,9.0,0.1,298.15,
R00508,-12.1,11.5,9.0,0.1,298.15,
R00509,-24.6,11.5,9.0,0.1,298.15,
R00510,-17.1,5.9,9.0,0.1,298.15,
R00511,-14.6,5.4,9.0,0.1,298.15,
R00512,-1.9,5.8,9.0,0.1,298.15,
R00513,-22.1,5.5,9.0,0.1,298.15,
R00514,-34.9,5.8,9.0,0.1,298.15,
R00515,-54.4,4.6,9.0,0.1,298.15,
R00516,-19.4,6.0,9.0,0.1,298.15,
R00517,-19.6,6.0,9.0,0.1,298.15,
R00518,-10.3,11.5,9.0,0.1,298.15,
R00519,-14.1,6.5,9.0,0.1,298.15,
R00521,-23.5,11.5,9.0,0.1,298.15,
R00522,-6.0,8.6,9.0,0.1,298.15,
R00524,-33.8,12.2,9.0,0.1,298.15,
R00525,-34.4,11.0,9.0,0.1,298.15,
R00526,-32.4,11.2,9.0,0.1,298.15,
R00527,-23.1,20.4,9.0,0.1,298.15,
R00528,,,9.0,0.1,298.15,uncertainty is too high
R00529,48.9,2.3,9.0,0.1,298.15,
R00530,69.0,2.3,9.0,0.1,298.15,
R00531,-104.5,2.5,9.0,0.1,298.15,
R00532,,,9.0,0.1,298.15,uncertainty is too high
R00533,-173.3,11.0,9.0,0.1,298.15,
R00534,,,9.0,0.1,298.15,uncertainty is too high
R00535,,,9.0,0.1,298.15,uncertainty is too high
R00536,,,9.0,0.1,298.15,uncertainty is too high
R00537,,,9.0,0.1,298.15,uncertainty is too high
R00538,,,9.0,0.1,298.15,uncertainty is too high
R00539,,,9.0,0.1,298.15,uncertainty is too high
R00540,,,9.0,0.1,298.15,uncertainty is too high
R00542,,,9.0,0.1,298.15,uncertainty is too high
R00543,,,9.0,0.1,298.15,uncertainty is too high
R00544,,,9.0,0.1,298.15,uncertainty is too high
R00545,,,9.0,0.1,298.15,uncertainty is too high
R00546,,,9.0,0.1,298.15,uncertainty is too high
R00547,,,9.0,0.1,298.15,uncertainty is too high
R00548,-39.0,11.7,9.0,0.1,298.15,
R00549,2.2,33.9,9.0,0.1,298.15,
R00550,23.0,33.9,9.0,0.1,298.15,
R00551,-28.1,12.5,9.0,0.1,298.15,
R00552,-37.1,6.7,9.0,0.1,298.15,
R00554,-5.7,1.1,9.0,0.1,298.15,
R00555,,,9.0,0.1,298.15,uncertainty is too high
R00557,-1250.2,30.0,9.0,0.1,298.15,
R00558,,,9.0,0.1,298.15,uncertainty is too high
R00559,-456.9,13.5,9.0,0.1,298.15,
R00562,25.5,5.8,9.0,0.1,298.15,
R00563,15.5,18.7,9.0,0.1,298.15,
R00565,1.9,5.8,9.0,0.1,298.15,
R00566,-1.4,11.9,9.0,0.1,298.15,
R00567,8.4,10.1,9.0,0.1,298.15,
R00568,-26.5,4.8,9.0,0.1,298.15,
R00569,-36.1,4.6,9.0,0.1,298.15,
R00570,-0.6,4.6,9.0,0.1,298.15,
R00571,-10.2,4.8,9.0,0.1,298.15,
R00572,17.3,4.7,9.0,0.1,298.15,
R00573,-24.2,5.1,9.0,0.1,298.15,
R00574,-5.3,5.7,9.0,0.1,298.15,
R00575,-38.4,5.2,9.0,0.1,298.15,
R00576,-11.6,4.4,9.0,0.1,298.15,
R00577,,,9.0,0.1,298.15,uncertainty is too high
R00578,-50.9,7.2,9.0,0.1,298.15,
R00579,7.6,6.4,9.0,0.1,298.15,
R00581,30.8,1.6,9.0,0.1,298.15,
R00582,-10.1,0.5,9.0,0.1,298.15,
R00584,-6.5,0.7,9.0,0.1,298.15,
R00585,5.5,1.5,9.0,0.1,298.15,
R00586,-9.6,5.8,9.0,0.1,298.15,
R00588,-3.3,3.4,9.0,0.1,298.15,
R00589,-0.9,5.9,9.0,0.1,298.15,
R00590,-5.0,3.5,9.0,0.1,298.15,
R00594,,,9.0,0.1,298.15,uncertainty is too high
R00595,,,9.0,0.1,298.15,uncertainty is too high
R00596,,,9.0,0.1,298.15,uncertainty is too high
R00597,,,9.0,0.1,298.15,uncertainty is too high
R00598,,,9.0,0.1,298.15,uncertainty is too high
R00599,,,9.0,0.1,298.15,uncertainty is too high
R00600,,,9.0,0.1,298.15,uncertainty is too high
R00601,,,9.0,0.1,298.15,uncertainty is too high
R00602,-292.3,9.2,9.0,0.1,298.15,
R00603,,,9.0,0.1,298.15,uncertainty is too high
R00604,-65.8,3.9,9.0,0.1,298.15,
R00605,22.8,6.5,9.0,0.1,298.15,
R00606,,,9.0,0.1,298.15,uncertainty is too high
R00608,-99.2,10.4,9.0,0.1,298.15,
R00609,,,9.0,0.1,298.15,uncertainty is too high
R00610,-78.3,11.4,9.0,0.1,298.15,
R00611,,,9.0,0.1,298.15,uncertainty is too high
R00612,-69.2,15.5,9.0,0.1,298.15,
R00614,-88.6,8.4,9.0,0.1,298.15,
R00615,,,9.0,0.1,298.15,uncertainty is too high
R00616,,,9.0,0.1,298.15,uncertainty is too high
R00617,-2.0,3.5,9.0,0.1,298.15,
R00618,,,9.0,0.1,298.15,uncertainty is too high
R00619,,,9.0,0.1,298.15,uncertainty is too high
R00621,,,9.0,0.1,298.15,uncertainty is too high
R00623,,,9.0,0.1,298.15,uncertainty is too high
R00624,,,9.0,0.1,298.15,uncertainty is too high
R00625,,,9.0,0.1,298.15,uncertainty is too high
R00626,,,9.0,0.1,298.15,uncertainty is too high
R00627,,,9.0,0.1,298.15,uncertainty is too high
