!MiriamID::urn:miriam:kegg.reaction,!dG0_prime (kJ/mol),!sigma[dG0] (kJ/mol),!pH,!I (mM),!T (Kelvin),!Note
R00374,,,7.0,0.1,298.15,uncertainty is too high
R00375,187.1,7.3,7.0,0.1,298.15,
R00376,,,7.0,0.1,298.15,uncertainty is too high
R00377,511.2,9.9,7.0,0.1,298.15,
R00378,691.0,10.3,7.0,0.1,298.15,
R00380,,,7.0,0.1,298.15,uncertainty is too high
R00383,,,7.0,0.1,298.15,uncertainty is too high
R00384,,,7.0,0.1,298.15,uncertainty is too high
R00385,,,7.0,0.1,298.15,uncertainty is too high
R00387,,,7.0,0.1,298.15,uncertainty is too high
R00388,,,7.0,0.1,298.15,uncertainty is too high
R00389,,,7.0,0.1,298.15,uncertainty is too high
R00390,,,7.0,0.1,298.15,uncertainty is too high
R00391,,,7.0,0.1,298.15,uncertainty is too high
R00392,,,7.0,0.1,298.15,uncertainty is too high
R00393,,,7.0,0.1,298.15,uncertainty is too high
R00394,,,7.0,0.1,298.15,uncertainty is too high
R00395,,,7.0,0.1,298.15,uncertainty is too high
R00396,37.7,1.1,7.0,0.1,298.15,
R00397,-14.2,6.3,7.0,0.1,298.15,
R00398,35.0,5.8,7.0,0.1,298.15,
R00399,34.7,7.2,7.0,0.1,298.15,
R00400,-3.1,1.4,7.0,0.1,298.15,
R00401,-0.0,2.0,7.0,0.1,298.15,
R00402,63.2,4.1,7.0,0.1,298.15,
R00405,-1.9,2.6,7.0,0.1,298.15,
R00406,-4.8,7.4,7.0,0.1,298.15,
R00407,-24.5,2.7,7.0,0.1,298.15,
R00408,46.2,7.1,7.0,0.1,298.15,
R00409,9.2,5.9,7.0,0.1,298.15,
R00410,11.2,1.3,7.0,0.1,298.15,
R00411,-2.4,7.0,7.0,0.1,298.15,
R00412,,,7.0,0.1,298.15,uncertainty is too high
R00414,-23.2,6.6,7.0,0.1,298.15,
R00416,-3.6,10.6,7.0,0.1,298.15,
R00417,,,7.0,0.1,298.15,uncertainty is too high
R00418,0.0,5.3,7.0,0.1,298.15,
R00420,0.0,5.3,7.0,0.1,298.15,
R00421,-17.0,5.9,7.0,0.1,298.15,
R00422,,,7.0,0.1,298.15,uncertainty is too high
R00423,,,7.0,0.1,298.15,uncertainty is too high
R00424,-89.3,14.3,7.0,0.1,298.15,
R00425,-64.3,11.2,7.0,0.1,298.15,
R00426,-31.1,3.7,7.0,0.1,298.15,
R00428,8.3,5.8,7.0,0.1,298.15,
R00429,-5.5,15.9,7.0,0.1,298.15,
R00430,30.1,2.8,7.0,0.1,298.15,
R00431,12.8,6.7,7.0,0.1,298.15,
R00432,0.6,0.9,7.0,0.1,298.15,
R00434,6.9,5.9,7.0,0.1,298.15,
R00435,356.8,2.8,7.0,0.1,298.15,
R00436,,,7.0,0.1,298.15,uncertainty is too high
R00437,-367.4,2.7,7.0,0.1,298.15,
R00438,-956.1,9.1,7.0,0.1,298.15,
R00439,,,7.0,0.1,298.15,uncertainty is too high
R00440,-696.5,8.6,7.0,0.1,298.15,
R00441,,,7.0,0.1,298.15,uncertainty is too high
R00442,686.4,9.3,7.0,0.1,298.15,
R00443,947.8,9.1,7.0,0.1,298.15,
R00444,,,7.0,0.1,298.15,uncertainty is too high
R00445,18.9,18.6,7.0,0.1,298.15,
R00446,36.1,4.4,7.0,0.1,298.15,
R00447,-104.7,9.2,7.0,0.1,298.15,
R00448,,,7.0,0.1,298.15,uncertainty is too high
R00449,-469.6,9.6,7.0,0.1,298.15,
R00451,-17.3,7.3,7.0,0.1,298.15,
R00452,39.4,12.8,7.0,0.1,298.15,
R00453,-1.7,4.4,7.0,0.1,298.15,
R00454,-24.6,4.2,7.0,0.1,298.15,
R00457,-1.9,4.4,7.0,0.1,298.15,
R00458,-5.3,10.3,7.0,0.1,298.15,
R00459,-82.3,18.5,7.0,0.1,298.15,
R00460,0.0,5.8,7.0,0.1,298.15,
R00461,-4.6,4.1,7.0,0.1,298.15,
R00462,-25.3,6.9,7.0,0.1,298.15,
R00463,17.6,12.1,7.0,0.1,298.15,
R00465,45.6,1.8,7.0,0.1,298.15,
R00466,-156.9,10.6,7.0,0.1,298.15,
R00468,-7.4,2.6,7.0,0.1,298.15,
R00469,-24.8,9.6,7.0,0.1,298.15,
R00470,17.8,3.0,7.0,0.1,298.15,
R00471,15.4,4.4,7.0,0.1,298.15,
R00472,32.7,4.1,7.0,0.1,298.15,
R00473,13.0,5.8,7.0,0.1,298.15,
R00474,28.0,7.7,7.0,0.1,298.15,
R00475,-88.8,8.4,7.0,0.1,298.15,
R00476,,,7.0,0.1,298.15,uncertainty is too high
R00477,21.3,10.3,7.0,0.1,298.15,
R00478,1.5,5.4,7.0,0.1,298.15,
R00479,8.6,2.7,7.0,0.1,298.15,
R00480,18.4,5.8,7.0,0.1,298.15,
R00481,-69.3,9.4,7.0,0.1,298.15,
R00482,-10.0,7.0,7.0,0.1,298.15,
R00483,-18.1,7.1,7.0,0.1,298.15,
R00484,-31.5,9.8,7.0,0.1,298.15,
R00485,-16.4,7.0,7.0,0.1,298.15,
R00486,,,7.0,0.1,298.15,uncertainty is too high
R00487,-18.0,4.7,7.0,0.1,298.15,
R00488,-12.0,4.8,7.0,0.1,298.15,
R00489,-21.0,11.8,7.0,0.1,298.15,
R00490,13.9,0.9,7.0,0.1,298.15,
R00491,4.9,3.9,7.0,0.1,298.15,
R00493,,,7.0,0.1,298.15,uncertainty is too high
R00494,-3.1,5.2,7.0,0.1,298.15,
R00497,-25.2,15.8,7.0,0.1,298.15,
R00499,-29.0,18.9,7.0,0.1,298.15,
R00501,-16.9,5.0,7.0,0.1,298.15,
R00502,-2.9,3.6,7.0,0.1,298.15,
R00503,-10.0,4.4,7.0,0.1,298.15,
R00504,,,7.0,0.1,298.15,uncertainty is too high
R00505,4.6,3.6,7.0,0.1,298.15,
R00506,244.3,3.4,7.0,0.1,298.15,
R00507,-83.6,14.1,7.0,0.1,298.15,
R00508,-12.8,11.5,7.0,0.1,298.15,
R00509,-13.6,11.5,7.0,0.1,298.15,
R00510,-12.1,5.9,7.0,0.1,298.15,
R00511,-15.2,5.4,7.0,0.1,298.15,
R00512,-3.2,5.8,7.0,0.1,298.15,
R00513,-11.2,5.5,7.0,0.1,298.15,
R00514,-23.2,5.8,7.0,0.1,298.15,
R00515,-33.3,4.6,7.0,0.1,298.15,
R00516,-8.9,6.0,7.0,0.1,298.15,
R00517,-8.7,6.0,7.0,0.1,298.15,
R00518,-10.9,11.5,7.0,0.1,298.15,
R00519,-14.1,6.5,7.0,0.1,298.15,
R00521,-10.5,11.5,7.0,0.1,298.15,
R00522,-17.5,8.6,7.0,0.1,298.15,
R00524,-31.7,12.2,7.0,0.1,298.15,
R00525,-33.0,11.0,7.0,0.1,298.15,
R00526,-31.2,11.2,7.0,0.1,298.15,
R00527,-11.2,20.4,7.0,0.1,298.15,
R00528,,,7.0,0.1,298.15,uncertainty is too high
R00529,47.4,2.3,7.0,0.1,298.15,
R00530,58.0,2.3,7.0,0.1,298.15,
R00531,-81.9,2.5,7.0,0.1,298.15,
R00532,,,7.0,0.1,298.15,uncertainty is too high
R00533,-171.9,11.0,7.0,0.1,298.15,
R00534,,,7.0,0.1,298.15,uncertainty is too high
R00535,,,7.0,0.1,298.15,uncertainty is too high
R00536,,,7.0,0.1,298.15,uncertainty is too high
R00537,,,7.0,0.1,298.15,uncertainty is too high
R00538,,,7.0,0.1,298.15,uncertainty is too high
R00539,,,7.0,0.1,298.15,uncertainty is too high
R00540,,,7.0,0.1,298.15,uncertainty is too high
R00542,,,7.0,0.1,298.15,uncertainty is too high
R00543,,,7.0,0.1,298.15,uncertainty is too high
R00544,,,7.0,0.1,298.15,uncertainty is too high
R00545,,,7.0,0.1,298.15,uncertainty is too high
R00546,,,7.0,0.1,298.15,uncertainty is too high
R00547,,,7.0,0.1,298.15,uncertainty is too high
R00548,-28.0,11.7,7.0,0.1,298.15,
R00549,1.6,33.9,7.0,0.1,298.15,
R00550,11.4,33.9,7.0,0.1,298.15,
R00551,-28.7,12.5,7.0,0.1,298.15,
R00552,-34.7,6.7,7.0,0.1,298.15,
R00554,6.3,1.1,7.0,0.1,298.15,
R00555,,,7.0,0.1,298.15,uncertainty is too high
R00557,-1261.0,30.0,7.0,0.1,298.15,
R00558,,,7.0,0.1,298.15,uncertainty is too high
R00559,-458.2,13.5,7.0,0.1,298.15,
R00562,32.7,5.8,7.0,0.1,298.15,
R00563,23.5,18.7,7.0,0.1,298.15,
R00565,-0.3,5.8,7.0,0.1,298.15,
R00566,-13.9,11.9,7.0,0.1,298.15,
R00567,8.4,10.1,7.0,0.1,298.15,
R00568,-24.9,4.8,7.0,0.1,298.15,
R00569,-25.9,4.6,7.0,0.1,298.15,
R00570,-0.5,4.6,7.0,0.1,298.15,
R00571,-1.5,4.8,7.0,0.1,298.15,
R00572,28.2,4.7,7.0,0.1,298.15,
R00573,-13.0,5.1,7.0,0.1,298.15,
R00574,4.6,5.7,7.0,0.1,298.15,
R00575,-6.5,5.2,7.0,0.1,298.15,
R00576,-11.5,4.4,7.0,0.1,298.15,
R00577,,,7.0,0.1,298.15,uncertainty is too high
R00578,-29.5,7.2,7.0,0.1,298.15,
R00579,7.6,6.4,7.0,0.1,298.15,
R00581,41.7,1.6,7.0,0.1,298.15,
R00582,-10.4,0.5,7.0,0.1,298.15,
R00584,-5.4,0.7,7.0,0.1,298.15,
R00585,4.0,1.5,7.0,0.1,298.15,
R00586,-6.7,5.8,7.0,0.1,298.15,
R00588,-4.3,3.4,7.0,0.1,298.15,
R00589,-0.9,5.9,7.0,0.1,298.15,
R00590,-3.8,3.5,7.0,0.1,298.15,
R00594,,,7.0,0.1,298.15,uncertainty is too high
R00595,,,7.0,0.1,298.15,uncertainty is too high
R00596,,,7.0,0.1,298.15,uncertainty is too high
R00597,,,7.0,0.1,298.15,uncertainty is too high
R00598,,,7.0,0.1,298.15,uncertainty is too high
R00599,,,7.0,0.1,298.15,uncertainty is too high
R00600,,,7.0,0.1,298.15,uncertainty is too high
R00601,,,7.0,0.1,298.15,uncertainty is too high
R00602,-292.3,9.2,7.0,0.1,298.15,
R00603,,,7.0,0.1,298.15,uncertainty is too high
R00604,-43.0,3.9,7.0,0.1,298.15,
R00605,34.2,6.5,7.0,0.1,298.15,
R00606,,,7.0,0.1,298.15,uncertainty is too high
R00608,-99.2,10.4,7.0,0.1,298.15,
R00609,,,7.0,0.1,298.15,uncertainty is too high
R00610,-76.8,11.4,7.0,0.1,298.15,
R00611,,,7.0,0.1,298.15,uncertainty is too high
R00612,-69.1,15.5,7.0,0.1,298.15,
R00614,-77.2,8.4,7.0,0.1,298.15,
R00615,,,7.0,0.1,298.15,uncertainty is too high
R00616,,,7.0,0.1,298.15,uncertainty is too high
R00617,-3.3,3.5,7.0,0.1,298.15,
R00618,,,7.0,0.1,298.15,uncertainty is too high
R00619,,,7.0,0.1,298.15,uncertainty is too high
R00621,,,7.0,0.1,298.15,uncertainty is too high
R00623,,,7.0,0.1,298.15,uncertainty is too high
R00624,,,7.0,0.1,298.15,uncertainty is too high
R00625,,,7.0,0.1,298.15,uncertainty is too high
R00626,,,7.0,0.1,298.15,uncertainty is too high
R00627,,,7.0,0.1,298.15,uncertainty is too high
