!MiriamID::urn:miriam:kegg.reaction,!dG0_prime (kJ/mol),!sigma[dG0] (kJ/mol),!pH,!I (mM),!T (Kelvin),!Note
R00127,-4.1,0.3,6.5,0.1,298.15,
R00128,-30.9,5.8,6.5,0.1,298.15,
R00129,-54.0,25.2,6.5,0.1,298.15,
R00130,6.5,5.8,6.5,0.1,298.15,
R00131,-35.6,9.0,6.5,0.1,298.15,
R00132,,,6.5,0.1,298.15,uncertainty is too high
R00134,-13.1,6.5,6.5,0.1,298.15,
R00135,215.9,11.0,6.5,0.1,298.15,
R00137,1.2,5.8,6.5,0.1,298.15,
R00138,,,6.5,0.1,298.15,uncertainty is too high
R00139,2.7,17.6,6.5,0.1,298.15,
R00140,1.3,16.1,6.5,0.1,298.15,
R00141,,,6.5,0.1,298.15,uncertainty is too high
R00143,,,6.5,0.1,298.15,uncertainty is too high
R00145,,,6.5,0.1,298.15,uncertainty is too high
R00146,,,6.5,0.1,298.15,uncertainty is too high
R00148,,,6.5,0.1,298.15,uncertainty is too high
R00149,8.0,7.9,6.5,0.1,298.15,
R00150,32.9,7.9,6.5,0.1,298.15,
R00152,,,6.5,0.1,298.15,uncertainty is too high
R00153,-143.5,7.2,6.5,0.1,298.15,
R00155,-18.6,6.3,6.5,0.1,298.15,
R00156,-1.9,2.5,6.5,0.1,298.15,
R00157,-2.1,2.5,6.5,0.1,298.15,
R00158,-6.4,6.3,6.5,0.1,298.15,
R00159,-23.0,2.5,6.5,0.1,298.15,
R00160,-21.3,9.4,6.5,0.1,298.15,
R00161,-9.3,9.4,6.5,0.1,298.15,
R00162,,,6.5,0.1,298.15,uncertainty is too high
R00164,,,6.5,0.1,298.15,uncertainty is too high
R00165,,,6.5,0.1,298.15,uncertainty is too high
R00166,,,6.5,0.1,298.15,uncertainty is too high
R00167,,,6.5,0.1,298.15,uncertainty is too high
R00168,,,6.5,0.1,298.15,uncertainty is too high
R00169,,,6.5,0.1,298.15,uncertainty is too high
R00170,,,6.5,0.1,298.15,uncertainty is too high
R00172,,,6.5,0.1,298.15,uncertainty is too high
R00173,-13.0,14.6,6.5,0.1,298.15,
R00174,-12.0,3.9,6.5,0.1,298.15,
R00175,,,6.5,0.1,298.15,uncertainty is too high
R00177,,,6.5,0.1,298.15,uncertainty is too high
R00178,,,6.5,0.1,298.15,uncertainty is too high
R00179,,,6.5,0.1,298.15,uncertainty is too high
R00180,,,6.5,0.1,298.15,uncertainty is too high
R00181,-34.4,3.8,6.5,0.1,298.15,
R00182,-17.8,3.0,6.5,0.1,298.15,
R00183,-15.0,2.8,6.5,0.1,298.15,
R00184,-29.3,18.3,6.5,0.1,298.15,
R00185,-10.0,2.8,6.5,0.1,298.15,
R00187,,,6.5,0.1,298.15,uncertainty is too high
R00188,-12.3,6.1,6.5,0.1,298.15,
R00189,-12.6,25.3,6.5,0.1,298.15,
R00190,16.2,2.6,6.5,0.1,298.15,
R00191,-38.9,2.2,6.5,0.1,298.15,
R00192,34.7,5.8,6.5,0.1,298.15,
R00193,-26.1,5.6,6.5,0.1,298.15,
R00194,-15.3,5.4,6.5,0.1,298.15,
R00195,-6.4,7.3,6.5,0.1,298.15,
R00196,,,6.5,0.1,298.15,uncertainty is too high
R00197,,,6.5,0.1,298.15,uncertainty is too high
R00198,,,6.5,0.1,298.15,uncertainty is too high
R00199,9.2,1.0,6.5,0.1,298.15,
R00200,30.1,0.8,6.5,0.1,298.15,
R00203,-23.3,4.1,6.5,0.1,298.15,
R00205,-22.3,4.1,6.5,0.1,298.15,
R00206,24.4,1.0,6.5,0.1,298.15,
R00207,-161.1,10.4,6.5,0.1,298.15,
R00208,-55.0,1.1,6.5,0.1,298.15,
R00209,-35.3,6.4,6.5,0.1,298.15,
R00210,-34.3,6.4,6.5,0.1,298.15,
R00211,-171.6,10.3,6.5,0.1,298.15,
R00212,21.2,3.0,6.5,0.1,298.15,
R00213,,,6.5,0.1,298.15,uncertainty is too high
R00214,13.1,6.2,6.5,0.1,298.15,
R00215,22.3,10.3,6.5,0.1,298.15,
R00216,14.0,6.2,6.5,0.1,298.15,
R00217,-20.2,6.2,6.5,0.1,298.15,
R00218,,,6.5,0.1,298.15,uncertainty is too high
R00219,25.9,8.5,6.5,0.1,298.15,
R00220,-28.7,1.8,6.5,0.1,298.15,
R00221,-27.7,5.8,6.5,0.1,298.15,
R00223,-28.9,3.5,6.5,0.1,298.15,
R00224,-21.2,6.5,6.5,0.1,298.15,
R00226,35.1,7.4,6.5,0.1,298.15,
R00227,-27.1,1.0,6.5,0.1,298.15,
R00228,-14.1,2.4,6.5,0.1,298.15,
R00229,2.2,0.8,6.5,0.1,298.15,
R00230,10.5,1.2,6.5,0.1,298.15,
R00233,-20.7,6.3,6.5,0.1,298.15,
R00234,,,6.5,0.1,298.15,uncertainty is too high
R00235,-3.5,0.8,6.5,0.1,298.15,
R00236,,,6.5,0.1,298.15,uncertainty is too high
R00237,9.1,30.2,6.5,0.1,298.15,
R00238,26.1,1.7,6.5,0.1,298.15,
R00239,25.7,4.5,6.5,0.1,298.15,
R00241,24.9,4.5,6.5,0.1,298.15,
R00243,40.8,0.6,6.5,0.1,298.15,
R00245,-37.9,4.0,6.5,0.1,298.15,
R00248,41.8,0.7,6.5,0.1,298.15,
R00250,-95.5,8.3,6.5,0.1,298.15,
R00251,-5.3,6.2,6.5,0.1,298.15,
R00253,-13.6,1.6,6.5,0.1,298.15,
R00254,60.6,9.5,6.5,0.1,298.15,
R00256,-11.4,1.7,6.5,0.1,298.15,
R00257,-24.0,25.3,6.5,0.1,298.15,
R00258,-0.2,1.1,6.5,0.1,298.15,
R00259,-24.7,6.5,6.5,0.1,298.15,
R00260,0.6,4.3,6.5,0.1,298.15,
R00261,-27.9,6.9,6.5,0.1,298.15,
R00262,-7.4,4.7,6.5,0.1,298.15,
R00263,,,6.5,0.1,298.15,uncertainty is too high
R00264,-29.5,4.0,6.5,0.1,298.15,
R00265,-26.2,7.7,6.5,0.1,298.15,
R00267,6.4,6.3,6.5,0.1,298.15,
R00268,-18.4,7.8,6.5,0.1,298.15,
R00269,0.3,4.7,6.5,0.1,298.15,
R00270,41.3,6.4,6.5,0.1,298.15,
R00271,-25.6,5.4,6.5,0.1,298.15,
R00272,-21.7,6.7,6.5,0.1,298.15,
R00273,-170.7,15.4,6.5,0.1,298.15,
R00274,-309.9,6.6,6.5,0.1,298.15,
R00275,,,6.5,0.1,298.15,uncertainty is too high
R00276,177.8,11.7,6.5,0.1,298.15,
R00277,-96.2,17.0,6.5,0.1,298.15,
R00278,-110.2,16.8,6.5,0.1,298.15,
R00279,-96.1,9.3,6.5,0.1,298.15,
R00280,,,6.5,0.1,298.15,uncertainty is too high
R00281,,,6.5,0.1,298.15,uncertainty is too high
R00282,,,6.5,0.1,298.15,uncertainty is too high
R00283,,,6.5,0.1,298.15,uncertainty is too high
R00284,,,6.5,0.1,298.15,uncertainty is too high
R00286,-3.9,4.3,6.5,0.1,298.15,
R00287,-24.4,7.5,6.5,0.1,298.15,
R00289,-1.9,1.1,6.5,0.1,298.15,
R00291,2.9,1.6,6.5,0.1,298.15,
R00292,277.5,3.0,6.5,0.1,298.15,
R00293,-56.1,4.9,6.5,0.1,298.15,
R00294,,,6.5,0.1,298.15,uncertainty is too high
R00295,,,6.5,0.1,298.15,uncertainty is too high
R00296,,,6.5,0.1,298.15,uncertainty is too high
R00297,,,6.5,0.1,298.15,uncertainty is too high
R00298,,,6.5,0.1,298.15,uncertainty is too high
R00299,-15.1,0.9,6.5,0.1,298.15,
R00300,-0.6,2.2,6.5,0.1,298.15,
R00301,-1.7,4.1,6.5,0.1,298.15,
R00302,-126.4,8.9,6.5,0.1,298.15,
R00303,-9.9,0.9,6.5,0.1,298.15,
R00304,-17.3,1.6,6.5,0.1,298.15,
R00305,,,6.5,0.1,298.15,uncertainty is too high
R00306,-12.9,3.7,6.5,0.1,298.15,
R00307,-0.1,0.6,6.5,0.1,298.15,
R00308,-300.6,1.6,6.5,0.1,298.15,
R00310,,,6.5,0.1,298.15,uncertainty is too high
R00311,,,6.5,0.1,298.15,uncertainty is too high
R00312,,,6.5,0.1,298.15,uncertainty is too high
R00313,,,6.5,0.1,298.15,uncertainty is too high
R00314,,,6.5,0.1,298.15,uncertainty is too high
R00315,12.7,1.1,6.5,0.1,298.15,
R00316,,,6.5,0.1,298.15,uncertainty is too high
R00317,-37.7,1.3,6.5,0.1,298.15,
R00318,-80.7,13.8,6.5,0.1,298.15,
R00319,-497.8,8.8,6.5,0.1,298.15,
R00320,22.4,1.3,6.5,0.1,298.15,
R00321,-22.8,4.7,6.5,0.1,298.15,
R00322,,,6.5,0.1,298.15,uncertainty is too high
R00324,-54.5,4.2,6.5,0.1,298.15,
R00325,2.2,2.3,6.5,0.1,298.15,
R00326,,,6.5,0.1,298.15,uncertainty is too high
R00327,-25.6,4.6,6.5,0.1,298.15,
R00328,-20.1,2.4,6.5,0.1,298.15,
R00329,,,6.5,0.1,298.15,uncertainty is too high
R00330,-2.4,2.6,6.5,0.1,298.15,
R00331,,,6.5,0.1,298.15,uncertainty is too high
R00332,-4.9,2.4,6.5,0.1,298.15,
R00333,,,6.5,0.1,298.15,uncertainty is too high
R00334,,,6.5,0.1,298.15,uncertainty is too high
R00335,-22.6,2.7,6.5,0.1,298.15,
R00336,,,6.5,0.1,298.15,uncertainty is too high
R00337,-25.5,6.6,6.5,0.1,298.15,
R00338,-48.2,6.7,6.5,0.1,298.15,
R00339,-35.3,3.9,6.5,0.1,298.15,
R00340,-35.3,3.9,6.5,0.1,298.15,
R00341,9.9,6.2,6.5,0.1,298.15,
R00342,33.2,0.6,6.5,0.1,298.15,
R00343,34.2,0.9,6.5,0.1,298.15,
R00344,-2.4,1.4,6.5,0.1,298.15,
R00345,34.8,6.2,6.5,0.1,298.15,
R00346,19.6,6.2,6.5,0.1,298.15,
R00347,-26.6,4.3,6.5,0.1,298.15,
R00348,-6.9,5.0,6.5,0.1,298.15,
R00350,18.9,5.4,6.5,0.1,298.15,
R00351,31.8,0.9,6.5,0.1,298.15,
R00352,6.8,0.9,6.5,0.1,298.15,
R00353,-0.6,2.9,6.5,0.1,298.15,
R00354,15.3,29.9,6.5,0.1,298.15,
R00355,2.9,1.1,6.5,0.1,298.15,
R00357,-92.5,8.3,6.5,0.1,298.15,
R00359,-97.4,9.1,6.5,0.1,298.15,
R00360,-103.1,8.3,6.5,0.1,298.15,
R00361,,,6.5,0.1,298.15,uncertainty is too high
R00362,4.7,0.9,6.5,0.1,298.15,
R00363,5.7,5.8,6.5,0.1,298.15,
R00364,,,6.5,0.1,298.15,uncertainty is too high
R00365,48.9,3.2,6.5,0.1,298.15,
R00366,-87.4,8.8,6.5,0.1,298.15,
R00367,,,6.5,0.1,298.15,uncertainty is too high
R00368,34.8,7.8,6.5,0.1,298.15,
R00369,-8.3,3.3,6.5,0.1,298.15,
R00371,39.4,4.1,6.5,0.1,298.15,
R00372,8.0,3.2,6.5,0.1,298.15,
R00373,5.1,3.2,6.5,0.1,298.15,
R00374,,,6.5,0.1,298.15,uncertainty is too high
R00375,219.8,7.3,6.5,0.1,298.15,
R00376,,,6.5,0.1,298.15,uncertainty is too high
R00377,544.0,9.9,6.5,0.1,298.15,
R00378,724.8,10.3,6.5,0.1,298.15,
R00380,,,6.5,0.1,298.15,uncertainty is too high
R00383,,,6.5,0.1,298.15,uncertainty is too high
R00384,,,6.5,0.1,298.15,uncertainty is too high
R00385,,,6.5,0.1,298.15,uncertainty is too high
R00387,,,6.5,0.1,298.15,uncertainty is too high
R00388,,,6.5,0.1,298.15,uncertainty is too high
R00389,,,6.5,0.1,298.15,uncertainty is too high
R00390,,,6.5,0.1,298.15,uncertainty is too high
R00391,,,6.5,0.1,298.15,uncertainty is too high
R00392,,,6.5,0.1,298.15,uncertainty is too high
R00393,,,6.5,0.1,298.15,uncertainty is too high
R00394,,,6.5,0.1,298.15,uncertainty is too high
R00395,,,6.5,0.1,298.15,uncertainty is too high
R00396,40.6,1.1,6.5,0.1,298.15,
R00397,-17.0,6.3,6.5,0.1,298.15,
R00398,37.8,5.8,6.5,0.1,298.15,
R00399,34.8,7.2,6.5,0.1,298.15,
R00400,-3.1,1.4,6.5,0.1,298.15,
R00401,-0.0,2.0,6.5,0.1,298.15,
R00402,66.1,4.1,6.5,0.1,298.15,
R00405,-3.1,2.6,6.5,0.1,298.15,
R00406,-4.9,7.4,6.5,0.1,298.15,
R00407,-21.8,2.7,6.5,0.1,298.15,
R00408,43.4,7.1,6.5,0.1,298.15,
R00409,9.2,5.9,6.5,0.1,298.15,
R00410,11.0,1.3,6.5,0.1,298.15,
R00411,-2.4,7.0,6.5,0.1,298.15,
R00412,,,6.5,0.1,298.15,uncertainty is too high
R00414,-21.7,6.6,6.5,0.1,298.15,
R00416,-5.6,10.6,6.5,0.1,298.15,
R00417,,,6.5,0.1,298.15,uncertainty is too high
R00418,0.0,5.3,6.5,0.1,298.15,
R00420,0.0,5.3,6.5,0.1,298.15,
R00421,-8.0,5.9,6.5,0.1,298.15,
R00422,,,6.5,0.1,298.15,uncertainty is too high
R00423,,,6.5,0.1,298.15,uncertainty is too high
R00424,-86.3,14.3,6.5,0.1,298.15,
R00425,-57.4,11.2,6.5,0.1,298.15,
R00426,-27.4,3.7,6.5,0.1,298.15,
R00428,10.9,5.8,6.5,0.1,298.15,
R00429,1.8,15.9,6.5,0.1,298.15,
R00430,32.4,2.8,6.5,0.1,298.15,
R00431,12.3,6.7,6.5,0.1,298.15,
R00432,-0.7,0.9,6.5,0.1,298.15,
R00434,8.0,5.9,6.5,0.1,298.15,
R00435,389.5,2.8,6.5,0.1,298.15,
R00436,,,6.5,0.1,298.15,uncertainty is too high
R00437,-399.2,2.7,6.5,0.1,298.15,
R00438,-983.6,9.1,6.5,0.1,298.15,
R00439,,,6.5,0.1,298.15,uncertainty is too high
R00440,-728.4,8.6,6.5,0.1,298.15,
R00441,,,6.5,0.1,298.15,uncertainty is too high
R00442,719.2,9.3,6.5,0.1,298.15,
R00443,975.8,9.1,6.5,0.1,298.15,
R00444,,,6.5,0.1,298.15,uncertainty is too high
R00445,21.8,18.6,6.5,0.1,298.15,
R00446,39.0,4.4,6.5,0.1,298.15,
R00447,-104.6,9.2,6.5,0.1,298.15,
R00448,,,6.5,0.1,298.15,uncertainty is too high
R00449,-469.6,9.6,6.5,0.1,298.15,
R00451,-20.2,7.3,6.5,0.1,298.15,
R00452,42.2,12.8,6.5,0.1,298.15,
R00453,-1.6,4.4,6.5,0.1,298.15,
R00454,-23.4,4.2,6.5,0.1,298.15,
R00457,-1.9,4.4,6.5,0.1,298.15,
R00458,-3.7,10.3,6.5,0.1,298.15,
R00459,-70.9,18.5,6.5,0.1,298.15,
R00460,0.0,5.8,6.5,0.1,298.15,
R00461,-4.6,4.1,6.5,0.1,298.15,
R00462,-28.2,6.9,6.5,0.1,298.15,
R00463,17.8,12.1,6.5,0.1,298.15,
R00465,48.5,1.8,6.5,0.1,298.15,
R00466,-154.0,10.6,6.5,0.1,298.15,
R00468,-4.5,2.6,6.5,0.1,298.15,
R00469,-30.1,9.6,6.5,0.1,298.15,
R00470,17.8,3.0,6.5,0.1,298.15,
R00471,15.4,4.4,6.5,0.1,298.15,
R00472,29.9,4.1,6.5,0.1,298.15,
R00473,12.9,5.8,6.5,0.1,298.15,
R00474,30.9,7.7,6.5,0.1,298.15,
R00475,-88.8,8.4,6.5,0.1,298.15,
R00476,,,6.5,0.1,298.15,uncertainty is too high
R00477,21.3,10.3,6.5,0.1,298.15,
R00478,1.5,5.4,6.5,0.1,298.15,
R00479,8.6,2.7,6.5,0.1,298.15,
R00480,17.9,5.8,6.5,0.1,298.15,
R00481,-69.2,9.4,6.5,0.1,298.15,
R00482,-8.6,7.0,6.5,0.1,298.15,
R00483,-14.2,7.1,6.5,0.1,298.15,
R00484,-37.1,9.8,6.5,0.1,298.15,
R00485,-16.4,7.0,6.5,0.1,298.15,
R00486,,,6.5,0.1,298.15,uncertainty is too high
R00487,-15.3,4.7,6.5,0.1,298.15,
R00488,-11.8,4.8,6.5,0.1,298.15,
R00489,-23.8,11.8,6.5,0.1,298.15,
R00490,14.0,0.9,6.5,0.1,298.15,
R00491,4.9,3.9,6.5,0.1,298.15,
R00493,,,6.5,0.1,298.15,uncertainty is too high
R00494,-2.9,5.2,6.5,0.1,298.15,
R00497,-23.8,15.8,6.5,0.1,298.15,
R00499,-26.4,18.9,6.5,0.1,298.15,
R00501,-8.0,5.0,6.5,0.1,298.15,
R00502,-4.9,3.6,6.5,0.1,298.15,
R00503,-8.3,4.4,6.5,0.1,298.15,
R00504,,,6.5,0.1,298.15,uncertainty is too high
R00505,4.6,3.6,6.5,0.1,298.15,
R00506,274.5,3.4,6.5,0.1,298.15,
R00507,-78.1,14.1,6.5,0.1,298.15,
R00508,-13.8,11.5,6.5,0.1,298.15,
R00509,-11.1,11.5,6.5,0.1,298.15,
R00510,-11.8,5.9,6.5,0.1,298.15,
R00511,-16.1,5.4,6.5,0.1,298.15,
R00512,-4.7,5.8,6.5,0.1,298.15,
R00513,-8.9,5.5,6.5,0.1,298.15,
R00514,-20.3,5.8,6.5,0.1,298.15,
R00515,-29.5,4.6,6.5,0.1,298.15,
R00516,-7.0,6.0,6.5,0.1,298.15,
R00517,-6.5,6.0,6.5,0.1,298.15,
R00518,-11.6,11.5,6.5,0.1,298.15,
R00519,-14.1,6.5,6.5,0.1,298.15,
R00521,-7.7,11.5,6.5,0.1,298.15,
R00522,-20.3,8.6,6.5,0.1,298.15,
R00524,-31.6,12.2,6.5,0.1,298.15,
R00525,-33.0,11.0,6.5,0.1,298.15,
R00526,-31.2,11.2,6.5,0.1,298.15,
R00527,-8.4,20.4,6.5,0.1,298.15,
R00528,,,6.5,0.1,298.15,uncertainty is too high
R00529,45.9,2.3,6.5,0.1,298.15,
R00530,55.6,2.3,6.5,0.1,298.15,
R00531,-76.5,2.5,6.5,0.1,298.15,
R00532,,,6.5,0.1,298.15,uncertainty is too high
R00533,-170.3,11.0,6.5,0.1,298.15,
R00534,,,6.5,0.1,298.15,uncertainty is too high
R00535,,,6.5,0.1,298.15,uncertainty is too high
R00536,,,6.5,0.1,298.15,uncertainty is too high
R00537,,,6.5,0.1,298.15,uncertainty is too high
R00538,,,6.5,0.1,298.15,uncertainty is too high
R00539,,,6.5,0.1,298.15,uncertainty is too high
R00540,,,6.5,0.1,298.15,uncertainty is too high
R00542,,,6.5,0.1,298.15,uncertainty is too high
R00543,,,6.5,0.1,298.15,uncertainty is too high
R00544,,,6.5,0.1,298.15,uncertainty is too high
R00545,,,6.5,0.1,298.15,uncertainty is too high
R00546,,,6.5,0.1,298.15,uncertainty is too high
R00547,,,6.5,0.1,298.15,uncertainty is too high
R00548,-25.7,11.7,6.5,0.1,298.15,
R00549,0.7,33.9,6.5,0.1,298.15,
R00550,8.3,33.9,6.5,0.1,298.15,
R00551,-28.7,12.5,6.5,0.1,298.15,
R00552,-34.7,6.7,6.5,0.1,298.15,
R00554,8.8,1.1,6.5,0.1,298.15,
R00555,,,6.5,0.1,298.15,uncertainty is too high
R00557,-1263.9,30.0,6.5,0.1,298.15,
R00558,,,6.5,0.1,298.15,uncertainty is too high
R00559,-458.3,13.5,6.5,0.1,298.15,
R00562,35.4,5.8,6.5,0.1,298.15,
R00563,26.3,18.7,6.5,0.1,298.15,
R00565,-0.4,5.8,6.5,0.1,298.15,
R00566,-16.8,11.9,6.5,0.1,298.15,
R00567,8.4,10.1,6.5,0.1,298.15,
R00568,-25.8,4.8,6.5,0.1,298.15,
R00569,-24.5,4.6,6.5,0.1,298.15,
R00570,-0.5,4.6,6.5,0.1,298.15,
R00571,0.8,4.8,6.5,0.1,298.15,
R00572,30.5,4.7,6.5,0.1,298.15,
R00573,-10.6,5.1,6.5,0.1,298.15,
R00574,5.8,5.7,6.5,0.1,298.15,
R00575,-1.1,5.2,6.5,0.1,298.15,
R00576,-11.5,4.4,6.5,0.1,298.15,
R00577,,,6.5,0.1,298.15,uncertainty is too high
R00578,-25.6,7.2,6.5,0.1,298.15,
R00579,7.6,6.4,6.5,0.1,298.15,
R00581,44.6,1.6,6.5,0.1,298.15,
R00582,-11.0,0.5,6.5,0.1,298.15,
R00584,-4.3,0.7,6.5,0.1,298.15,
R00585,4.0,1.5,6.5,0.1,298.15,
R00586,-6.7,5.8,6.5,0.1,298.15,
R00588,-4.3,3.4,6.5,0.1,298.15,
R00589,-0.9,5.9,6.5,0.1,298.15,
R00590,-3.8,3.5,6.5,0.1,298.15,
R00594,,,6.5,0.1,298.15,uncertainty is too high
R00595,,,6.5,0.1,298.15,uncertainty is too high
R00596,,,6.5,0.1,298.15,uncertainty is too high
R00597,,,6.5,0.1,298.15,uncertainty is too high
R00598,,,6.5,0.1,298.15,uncertainty is too high
R00599,,,6.5,0.1,298.15,uncertainty is too high
R00600,,,6.5,0.1,298.15,uncertainty is too high
R00601,,,6.5,0.1,298.15,uncertainty is too high
R00602,-292.3,9.2,6.5,0.1,298.15,
R00603,,,6.5,0.1,298.15,uncertainty is too high
R00604,-37.3,3.9,6.5,0.1,298.15,
R00605,37.1,6.5,6.5,0.1,298.15,
R00606,,,6.5,0.1,298.15,uncertainty is too high
R00608,-99.2,10.4,6.5,0.1,298.15,
R00609,,,6.5,0.1,298.15,uncertainty is too high
R00610,-76.8,11.4,6.5,0.1,298.15,
R00611,,,6.5,0.1,298.15,uncertainty is too high
R00612,-69.1,15.5,6.5,0.1,298.15,
R00614,-74.3,8.4,6.5,0.1,298.15,
R00615,,,6.5,0.1,298.15,uncertainty is too high
R00616,,,6.5,0.1,298.15,uncertainty is too high
R00617,-4.3,3.5,6.5,0.1,298.15,
R00618,,,6.5,0.1,298.15,uncertainty is too high
R00619,,,6.5,0.1,298.15,uncertainty is too high
R00621,,,6.5,0.1,298.15,uncertainty is too high
R00623,,,6.5,0.1,298.15,uncertainty is too high
R00624,,,6.5,0.1,298.15,uncertainty is too high
R00625,,,6.5,0.1,298.15,uncertainty is too high
R00626,,,6.5,0.1,298.15,uncertainty is too high
R00627,,,6.5,0.1,298.15,uncertainty is too high
R00628,,,6.5,0.1,298.15,uncertainty is too high
